ElapsedTime_s,Height_km,Latitude_deg,LongitudeW_deg,TotalRadius_km,LatitudeRadius_km,Gravity_ms2,Temperature_K,Pressure_Pa,Density_kgm3,PressureScaleHeight_km,DensityScaleHeight_km,SpeedOfSound_ms,PressureAtSurface_Pa,SigmaLevel,PressureAltitude_km,ReferenceTemperature_K,ReferencePressure_Pa,ReferenceDensity_kgm3,ProfileWeight,LowDensity_kgm3,HighDensity_kgm3,PerturbedDensity_kgm3,DensityPerturbation_pct,DensityStandardDeviation_pct,PerturbedSpeedOfSound_ms,RelativeStepSize,DensityDeviation_pct,LowDensityDeviation_pct,HighDensityDeviation_pct,PerturbedDensityDeviation_pct,EWWind_ms,NSWind_ms,EWWindPerturbation_ms,NSWindPerturbation_ms,PerturbedEWWind_ms,PerturbedNSWind_ms,EWStandardDeviation_ms,NSStandardDeviation_ms,LongitudeOfTheSun,SubsolarLatitude_deg,SubsolarLongitudeW_deg,LocalSolarTime_hr,SolarZenithAngle_deg,OneWayLightTime_min,OrbitalRadius_AU,SecondsPerSol,TotalNumberDensity_m3,SpecificGasConstant_JkgK,SpecificHeatRatio,AverageMolecularWeight,CompressibilityFactor,H2nd_m3,H2mass_pct,H2mole_pct,H2amw,Hend_m3,Hemass_pct,Hemole_pct,Heamw,CH4nd_m3,CH4mass_pct,CH4mole_pct,CH4amw,
80000.0,6200.000,70.00,128.00,31239.474,25039.474,5.867,800.0,1.335e-07,4.049e-14,591.094,590.829,2140.6,1.000e+05,0.000,16161.698,800.0,1.335e-07,4.049e-14,0.0,3.567e-14,4.596e-14,4.280e-14,5.7,12.70,2082.0,91.13,0.0,-11.9,13.5,5.7,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.43,46.52,214.03,6.26,44.31,171.98,19.81,62064.0,1.2062e+13,4.122e+03,1.390e+00,2.021,1.0021,1.2061e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,1.2063e+09,0.08,0.01,16.04,
80500.0,6240.000,70.30,128.50,31277.566,25037.566,5.853,800.0,1.248e-07,3.784e-14,590.774,590.865,2140.6,1.000e+05,0.000,16192.947,800.0,1.248e-07,3.784e-14,0.0,3.334e-14,4.295e-14,3.677e-14,-2.8,12.70,2171.3,90.93,0.0,-11.9,13.5,-2.8,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.43,46.52,211.13,6.49,43.17,171.98,19.81,62064.0,1.1273e+13,4.122e+03,1.390e+00,2.021,1.0021,1.1271e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,1.1273e+09,0.08,0.01,16.04,
81000.0,6280.000,70.60,129.00,31315.683,25035.683,5.840,800.0,1.166e-07,3.536e-14,590.774,590.865,2140.6,1.000e+05,0.000,16232.947,800.0,1.166e-07,3.536e-14,0.0,3.116e-14,4.014e-14,3.087e-14,-12.7,12.70,2291.1,90.72,0.0,-11.9,13.5,-12.7,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.43,46.52,208.23,6.72,42.04,171.98,19.81,62064.0,1.0535e+13,4.122e+03,1.390e+00,2.021,1.0021,1.0534e+13,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,1.0535e+09,0.08,0.01,16.04,
81500.0,6320.000,70.90,129.50,31353.824,25033.824,5.826,800.0,1.090e-07,3.305e-14,590.870,590.924,2140.6,1.000e+05,0.000,16275.580,800.0,1.090e-07,3.305e-14,0.0,2.912e-14,3.751e-14,3.404e-14,3.0,12.70,2109.3,90.51,0.0,-11.9,13.5,3.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.44,46.52,205.33,6.94,40.94,171.98,19.81,62064.0,9.8452e+12,4.122e+03,1.390e+00,2.021,1.0021,9.8442e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,9.8451e+08,0.08,0.01,16.04,
82000.0,6360.000,71.20,130.00,31391.990,25031.990,5.813,800.0,1.018e-07,3.088e-14,590.870,590.924,2140.6,1.000e+05,0.000,16315.580,800.0,1.018e-07,3.088e-14,0.0,2.721e-14,3.505e-14,3.208e-14,3.9,12.70,2100.2,90.30,0.0,-11.9,13.5,3.9,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.44,46.52,202.43,7.17,39.86,171.98,19.81,62064.0,9.2009e+12,4.122e+03,1.390e+00,2.021,1.0021,9.2000e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,9.2009e+08,0.08,0.01,16.04,
82500.0,6400.000,71.50,130.50,31430.182,25030.182,5.800,800.0,9.517e-08,2.886e-14,590.870,590.924,2140.6,1.000e+05,0.000,16355.580,800.0,9.517e-08,2.886e-14,0.0,2.543e-14,3.276e-14,2.689e-14,-6.8,12.70,2217.6,90.09,0.0,-11.9,13.5,-6.8,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.44,46.52,199.53,7.40,38.81,171.98,19.81,62064.0,8.5988e+12,4.122e+03,1.390e+00,2.021,1.0020,8.5979e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,8.5988e+08,0.08,0.01,16.04,
83000.0,6440.000,71.80,131.00,31468.399,25028.399,5.786,800.0,8.894e-08,2.697e-14,590.893,590.847,2140.6,1.000e+05,0.000,16396.233,800.0,8.894e-08,2.697e-14,0.0,2.377e-14,3.062e-14,2.570e-14,-4.7,12.70,2192.9,89.88,0.0,-11.9,13.5,-4.7,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.44,46.52,196.63,7.62,37.79,171.98,19.81,62064.0,8.0359e+12,4.122e+03,1.390e+00,2.021,1.0021,8.0351e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,8.0360e+08,0.08,0.01,16.04,
83500.0,6480.000,72.10,131.50,31506.641,25026.641,5.773,800.0,8.312e-08,2.521e-14,590.893,590.847,2140.6,1.000e+05,0.000,16436.233,800.0,8.312e-08,2.521e-14,0.0,2.221e-14,2.861e-14,1.916e-14,-24.0,12.70,2455.1,89.67,0.0,-11.9,13.5,-24.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.44,46.52,193.73,7.85,36.82,171.98,19.81,62064.0,7.5100e+12,4.122e+03,1.390e+00,2.021,1.0021,7.5092e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,7.5099e+08,0.08,0.01,16.04,
84000.0,6520.000,72.40,132.00,31544.909,25024.909,5.760,800.0,7.768e-08,2.356e-14,590.849,590.894,2140.6,1.000e+05,0.000,16475.006,800.0,7.768e-08,2.356e-14,0.0,2.076e-14,2.674e-14,2.041e-14,-13.4,12.70,2299.9,89.46,0.0,-11.9,13.5,-13.4,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.44,46.52,190.83,8.08,35.88,171.98,19.81,62064.0,7.0184e+12,4.122e+03,1.390e+00,2.021,1.0021,7.0177e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,7.0184e+08,0.08,0.01,16.04,
84500.0,6560.000,72.70,132.50,31583.203,25023.203,5.747,800.0,7.259e-08,2.202e-14,590.849,590.894,2140.6,1.000e+05,0.000,16515.006,800.0,7.259e-08,2.202e-14,0.0,1.940e-14,2.499e-14,2.016e-14,-8.5,12.70,2237.2,89.24,0.0,-11.9,13.5,-8.5,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.44,46.52,187.93,8.30,35.00,171.99,19.81,62064.0,6.5590e+12,4.122e+03,1.390e+00,2.021,1.0021,6.5584e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,6.5590e+08,0.08,0.01,16.04,
85000.0,6600.000,73.00,133.00,31621.524,25021.524,5.734,800.0,6.784e-08,2.058e-14,590.849,590.894,2140.6,1.000e+05,0.000,16555.006,800.0,6.784e-08,2.058e-14,0.0,1.813e-14,2.335e-14,1.770e-14,-14.0,12.70,2307.7,89.03,0.0,-11.9,13.5,-14.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.44,46.52,185.03,8.53,34.17,171.99,19.81,62064.0,6.1297e+12,4.122e+03,1.390e+00,2.021,1.0020,6.1291e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,6.1297e+08,0.08,0.01,16.04,
85500.0,6640.000,73.30,133.50,31659.870,25019.870,5.721,800.0,6.340e-08,1.923e-14,590.912,590.957,2140.6,1.000e+05,0.000,16596.768,800.0,6.340e-08,1.923e-14,0.0,1.694e-14,2.182e-14,1.589e-14,-17.3,12.70,2354.5,88.81,0.0,-11.9,13.5,-17.3,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.44,46.52,182.13,8.76,33.40,171.99,19.81,62064.0,5.7285e+12,4.122e+03,1.390e+00,2.021,1.0020,5.7279e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,5.7285e+08,0.08,0.01,16.04,
86000.0,6680.000,73.60,134.00,31698.242,25018.242,5.707,800.0,5.925e-08,1.797e-14,590.912,590.957,2140.6,1.000e+05,0.000,16636.768,800.0,5.925e-08,1.797e-14,0.0,1.583e-14,2.040e-14,1.578e-14,-12.2,12.70,2284.2,88.59,0.0,-11.9,13.5,-12.2,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.44,46.52,179.23,8.98,32.69,171.99,19.81,62064.0,5.3535e+12,4.122e+03,1.390e+00,2.021,1.0020,5.3530e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,5.3535e+08,0.08,0.01,16.04,
86500.0,6720.000,73.90,134.50,31736.642,25016.642,5.694,800.0,5.537e-08,1.679e-14,590.887,590.808,2140.6,1.000e+05,0.000,16676.060,800.0,5.537e-08,1.679e-14,0.0,1.480e-14,1.906e-14,1.358e-14,-19.1,12.70,2380.3,88.37,0.0,-11.9,13.5,-19.1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.44,46.52,176.33,9.21,32.05,171.99,19.81,62064.0,5.0031e+12,4.122e+03,1.390e+00,2.021,1.0020,5.0026e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,5.0031e+08,0.08,0.01,16.04,
87000.0,6760.000,74.20,135.00,31775.067,25015.067,5.681,800.0,5.175e-08,1.569e-14,590.887,590.808,2140.6,1.000e+05,0.000,16716.060,800.0,5.175e-08,1.569e-14,0.0,1.383e-14,1.781e-14,1.298e-14,-17.3,12.70,2353.6,88.15,0.0,-11.9,13.5,-17.3,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.44,46.52,173.43,9.44,31.48,171.99,19.81,62064.0,4.6756e+12,4.122e+03,1.390e+00,2.021,1.0020,4.6751e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,4.6756e+08,0.08,0.01,16.04,
87500.0,6800.000,74.50,135.50,31813.520,25013.520,5.668,800.0,4.836e-08,1.467e-14,590.887,590.808,2140.6,1.000e+05,0.000,16756.060,800.0,4.836e-08,1.467e-14,0.0,1.292e-14,1.665e-14,1.273e-14,-13.2,12.70,2297.9,87.93,0.0,-11.9,13.5,-13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.44,46.52,170.52,9.67,30.98,171.99,19.81,62064.0,4.3695e+12,4.122e+03,1.390e+00,2.021,1.0021,4.3691e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,4.3696e+08,0.08,0.01,16.04,
88000.0,6840.000,74.80,136.00,31852.000,25012.000,5.655,800.0,4.519e-08,1.371e-14,590.079,590.190,2140.6,1.000e+05,0.000,16773.162,800.0,4.519e-08,1.371e-14,0.0,1.208e-14,1.556e-14,1.215e-14,-11.3,12.70,2273.1,87.71,0.0,-11.9,13.5,-11.3,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.44,46.52,167.62,9.89,30.56,171.99,19.81,62064.0,4.0831e+12,4.122e+03,1.390e+00,2.021,1.0020,4.0827e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,4.0832e+08,0.08,0.01,16.04,
88500.0,6880.000,75.10,136.50,31890.507,25010.507,5.642,800.0,4.223e-08,1.281e-14,590.079,590.190,2140.6,1.000e+05,0.000,16813.162,800.0,4.223e-08,1.281e-14,0.0,1.128e-14,1.454e-14,1.026e-14,-19.9,12.70,2391.5,87.49,0.0,-11.9,13.5,-19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.44,46.52,164.72,10.12,30.22,171.99,19.81,62064.0,3.8155e+12,4.122e+03,1.390e+00,2.021,1.0020,3.8151e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,3.8156e+08,0.08,0.01,16.04,
89000.0,6920.000,75.40,137.00,31929.041,25009.041,5.630,800.0,3.946e-08,1.197e-14,590.865,590.758,2140.6,1.000e+05,0.000,16875.583,800.0,3.946e-08,1.197e-14,0.0,1.055e-14,1.358e-14,1.180e-14,-1.4,12.70,2155.9,87.26,0.0,-11.9,13.5,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.44,46.52,161.82,10.35,29.95,171.99,19.81,62064.0,3.5656e+12,4.122e+03,1.390e+00,2.021,1.0020,3.5653e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,3.5656e+08,0.08,0.01,16.04,
89500.0,6960.000,75.70,137.50,31967.603,25007.603,5.617,800.0,3.688e-08,1.119e-14,590.865,590.758,2140.6,1.000e+05,0.000,16915.583,800.0,3.688e-08,1.119e-14,0.0,9.855e-15,1.270e-14,1.033e-14,-7.6,12.70,2227.0,87.04,0.0,-11.9,13.5,-7.6,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.44,46.52,158.92,10.57,29.77,171.99,19.81,62064.0,3.3322e+12,4.122e+03,1.390e+00,2.021,1.0020,3.3319e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,3.3322e+08,0.08,0.01,16.04,
90000.0,7000.000,76.00,138.00,32006.192,25006.192,5.604,800.0,3.447e-08,1.045e-14,590.865,590.758,2140.6,1.000e+05,0.000,16955.583,800.0,3.447e-08,1.045e-14,0.0,9.210e-15,1.186e-14,9.381e-15,-10.3,12.70,2259.6,86.81,0.0,-11.9,13.5,-10.3,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.44,46.52,156.02,10.80,29.66,171.99,19.81,62064.0,3.1141e+12,4.122e+03,1.390e+00,2.021,1.0021,3.1138e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,3.1141e+08,0.08,0.01,16.04,
90500.0,7040.000,76.30,138.50,32044.809,25004.809,5.591,800.0,3.447e-08,1.045e-14,590.865,590.758,2140.6,1.000e+05,0.000,16955.583,800.0,3.447e-08,1.045e-14,0.0,9.210e-15,1.186e-14,9.024e-15,-13.7,12.70,2303.9,86.59,0.0,-11.9,13.5,-13.7,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.44,46.52,153.12,11.03,29.63,171.99,19.81,62064.0,3.1141e+12,4.122e+03,1.390e+00,2.021,1.0021,3.1138e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,3.1141e+08,0.08,0.01,16.04,
91000.0,7080.000,76.60,139.00,32083.454,25003.454,5.578,800.0,3.447e-08,1.045e-14,590.865,590.758,2140.6,1.000e+05,0.000,16955.583,800.0,3.447e-08,1.045e-14,0.0,9.210e-15,1.186e-14,1.013e-14,-3.1,12.70,2174.1,86.36,0.0,-11.9,13.5,-3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.44,46.52,150.22,11.25,29.67,171.99,19.81,62064.0,3.1141e+12,4.122e+03,1.390e+00,2.021,1.0021,3.1138e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,3.1141e+08,0.08,0.01,16.04,
91500.0,7120.000,76.90,139.50,32122.127,25002.127,5.565,800.0,3.447e-08,1.045e-14,590.865,590.758,2140.6,1.000e+05,0.000,16955.583,800.0,3.447e-08,1.045e-14,0.0,9.210e-15,1.186e-14,9.812e-15,-6.1,12.70,2209.5,86.13,0.0,-11.9,13.5,-6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.44,46.52,147.32,11.48,29.78,171.99,19.81,62064.0,3.1141e+12,4.122e+03,1.390e+00,2.021,1.0021,3.1138e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,3.1141e+08,0.08,0.01,16.04,
92000.0,7160.000,77.20,140.00,32160.828,25000.828,5.553,800.0,3.447e-08,1.045e-14,590.865,590.758,2140.6,1.000e+05,0.000,16955.583,800.0,3.447e-08,1.045e-14,0.0,9.210e-15,1.186e-14,1.083e-14,3.6,12.70,2103.1,85.90,0.0,-11.9,13.5,3.6,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.44,46.52,144.42,11.71,29.96,171.99,19.81,62064.0,3.1141e+12,4.122e+03,1.390e+00,2.021,1.0021,3.1138e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,3.1141e+08,0.08,0.01,16.04,
92500.0,7200.000,77.50,140.50,32199.557,24999.557,5.540,800.0,3.447e-08,1.045e-14,590.865,590.758,2140.6,1.000e+05,0.000,16955.583,800.0,3.447e-08,1.045e-14,0.0,9.210e-15,1.186e-14,1.093e-14,4.5,12.70,2093.6,85.67,0.0,-11.9,13.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.44,46.52,141.52,11.93,30.21,171.99,19.81,62064.0,3.1141e+12,4.122e+03,1.390e+00,2.021,1.0021,3.1138e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,3.1141e+08,0.08,0.01,16.04,
93000.0,7240.000,77.80,141.00,32238.315,24998.315,5.527,800.0,3.447e-08,1.045e-14,590.865,590.758,2140.6,1.000e+05,0.000,16955.583,800.0,3.447e-08,1.045e-14,0.0,9.210e-15,1.186e-14,1.214e-14,16.1,12.70,1986.2,85.44,0.0,-11.9,13.5,16.1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,48.44,46.52,138.62,12.16,30.50,171.99,19.81,62064.0,3.1141e+12,4.122e+03,1.390e+00,2.021,1.0021,3.1138e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,3.1141e+08,0.08,0.01,16.04,
93500.0,7280.000,78.10,141.50,32277.101,24997.101,5.515,800.0,3.447e-08,1.045e-14,590.865,590.758,2140.6,1.000e+05,0.000,16955.583,800.0,3.447e-08,1.045e-14,0.0,9.210e-15,1.186e-14,1.331e-14,27.4,12.70,1896.8,85.20,0.0,-11.9,13.5,27.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.44,46.52,135.72,12.39,30.85,171.99,19.81,62064.0,3.1141e+12,4.122e+03,1.390e+00,2.021,1.0021,3.1138e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,3.1141e+08,0.08,0.01,16.04,
94000.0,7320.000,78.40,142.00,32315.916,24995.916,5.502,800.0,3.447e-08,1.045e-14,590.865,590.758,2140.6,1.000e+05,0.000,16955.583,800.0,3.447e-08,1.045e-14,0.0,9.210e-15,1.186e-14,1.122e-14,7.4,12.70,2065.8,84.97,0.0,-11.9,13.5,7.4,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.44,46.52,132.82,12.61,31.25,171.99,19.81,62064.0,3.1141e+12,4.122e+03,1.390e+00,2.021,1.0021,3.1138e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,3.1141e+08,0.08,0.01,16.04,
94500.0,7360.000,78.70,142.50,32354.760,24994.760,5.489,800.0,3.447e-08,1.045e-14,590.865,590.758,2140.6,1.000e+05,0.000,16955.583,800.0,3.447e-08,1.045e-14,0.0,9.210e-15,1.186e-14,1.031e-14,-1.3,12.70,2155.0,84.73,0.0,-11.9,13.5,-1.3,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.44,46.52,129.92,12.84,31.68,171.99,19.81,62064.0,3.1141e+12,4.122e+03,1.390e+00,2.021,1.0021,3.1138e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,3.1141e+08,0.08,0.01,16.04,
95000.0,7400.000,79.00,143.00,32393.633,24993.633,5.477,800.0,3.447e-08,1.045e-14,590.865,590.758,2140.6,1.000e+05,0.000,16955.583,800.0,3.447e-08,1.045e-14,0.0,9.210e-15,1.186e-14,1.048e-14,0.2,12.70,2138.2,84.50,0.0,-11.9,13.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.44,46.52,127.02,13.07,32.15,171.99,19.81,62064.0,3.1141e+12,4.122e+03,1.390e+00,2.021,1.0021,3.1138e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,3.1141e+08,0.08,0.01,16.04,
95500.0,7440.000,79.30,143.50,32432.534,24992.534,5.464,800.0,3.447e-08,1.045e-14,590.865,590.758,2140.6,1.000e+05,0.000,16955.583,800.0,3.447e-08,1.045e-14,0.0,9.210e-15,1.186e-14,1.056e-14,1.1,12.70,2129.4,84.26,0.0,-11.9,13.5,1.1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.44,46.52,124.12,13.29,32.65,171.99,19.81,62064.0,3.1141e+12,4.122e+03,1.390e+00,2.021,1.0021,3.1138e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,3.1141e+08,0.08,0.01,16.04,
96000.0,7480.000,79.60,144.00,32471.465,24991.465,5.452,800.0,3.447e-08,1.045e-14,590.865,590.758,2140.6,1.000e+05,0.000,16955.583,800.0,3.447e-08,1.045e-14,0.0,9.210e-15,1.186e-14,9.097e-15,-13.0,12.70,2294.6,84.02,0.0,-11.9,13.5,-13.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.44,46.52,121.22,13.52,33.17,171.99,19.81,62064.0,3.1141e+12,4.122e+03,1.390e+00,2.021,1.0021,3.1138e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,3.1141e+08,0.08,0.01,16.04,
96500.0,7520.000,79.90,144.50,32510.425,24990.425,5.439,800.0,3.447e-08,1.045e-14,590.865,590.758,2140.6,1.000e+05,0.000,16955.583,800.0,3.447e-08,1.045e-14,0.0,9.210e-15,1.186e-14,1.002e-14,-4.2,12.70,2186.6,83.79,0.0,-11.9,13.5,-4.2,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.44,46.52,118.32,13.75,33.71,171.99,19.81,62064.0,3.1141e+12,4.122e+03,1.390e+00,2.021,1.0021,3.1138e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,3.1141e+08,0.08,0.01,16.04,
97000.0,7560.000,80.20,145.00,32549.414,24989.414,5.427,800.0,3.447e-08,1.045e-14,590.865,590.758,2140.6,1.000e+05,0.000,16955.583,800.0,3.447e-08,1.045e-14,0.0,9.210e-15,1.186e-14,9.942e-15,-4.9,12.70,2194.9,83.55,0.0,-11.9,13.5,-4.9,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.44,46.52,115.42,13.97,34.27,172.00,19.81,62064.0,3.1141e+12,4.122e+03,1.390e+00,2.021,1.0021,3.1138e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,3.1141e+08,0.08,0.01,16.04,
97500.0,7600.000,80.50,145.50,32588.433,24988.433,5.414,800.0,3.447e-08,1.045e-14,590.865,590.758,2140.6,1.000e+05,0.000,16955.583,800.0,3.447e-08,1.045e-14,0.0,9.210e-15,1.186e-14,1.079e-14,3.3,12.70,2106.4,83.31,0.0,-11.9,13.5,3.3,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.44,46.52,112.52,14.20,34.83,172.00,19.81,62064.0,3.1141e+12,4.122e+03,1.390e+00,2.021,1.0021,3.1138e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,3.1141e+08,0.08,0.01,16.04,
98000.0,7640.000,80.80,146.00,32627.481,24987.481,5.402,800.0,3.447e-08,1.045e-14,590.865,590.758,2140.6,1.000e+05,0.000,16955.583,800.0,3.447e-08,1.045e-14,0.0,9.210e-15,1.186e-14,9.778e-15,-6.5,12.70,2213.2,83.06,0.0,-11.9,13.5,-6.5,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.44,46.52,109.62,14.43,35.39,172.00,19.81,62064.0,3.1141e+12,4.122e+03,1.390e+00,2.021,1.0021,3.1138e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,3.1141e+08,0.08,0.01,16.04,
98500.0,7680.000,81.10,146.50,32666.558,24986.558,5.389,800.0,3.447e-08,1.045e-14,590.865,590.758,2140.6,1.000e+05,0.000,16955.583,800.0,3.447e-08,1.045e-14,0.0,9.210e-15,1.186e-14,9.527e-15,-8.9,12.70,2242.2,82.82,0.0,-11.9,13.5,-8.9,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.44,46.52,106.72,14.65,35.96,172.00,19.81,62064.0,3.1141e+12,4.122e+03,1.390e+00,2.021,1.0021,3.1138e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,3.1141e+08,0.08,0.01,16.04,
99000.0,7720.000,81.40,147.00,32705.666,24985.666,5.377,800.0,3.447e-08,1.045e-14,590.865,590.758,2140.6,1.000e+05,0.000,16955.583,800.0,3.447e-08,1.045e-14,0.0,9.210e-15,1.186e-14,9.990e-15,-4.4,12.70,2189.6,82.58,0.0,-11.9,13.5,-4.4,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.44,46.52,103.82,14.88,36.52,172.00,19.81,62064.0,3.1141e+12,4.122e+03,1.390e+00,2.021,1.0021,3.1138e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,3.1141e+08,0.08,0.01,16.04,
99500.0,7760.000,81.70,147.50,32744.803,24984.803,5.365,800.0,3.447e-08,1.045e-14,590.865,590.758,2140.6,1.000e+05,0.000,16955.583,800.0,3.447e-08,1.045e-14,0.0,9.210e-15,1.186e-14,1.092e-14,4.4,12.70,2094.8,82.33,0.0,-11.9,13.5,4.4,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.44,46.52,100.92,15.11,37.07,172.00,19.81,62064.0,3.1141e+12,4.122e+03,1.390e+00,2.021,1.0021,3.1138e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,3.1141e+08,0.08,0.01,16.04,
100000.0,7800.000,82.00,148.00,32783.970,24983.970,5.352,800.0,3.447e-08,1.045e-14,590.865,590.758,2140.6,1.000e+05,0.000,16955.583,800.0,3.447e-08,1.045e-14,0.0,9.210e-15,1.186e-14,1.122e-14,7.4,12.70,2065.9,82.09,0.0,-11.9,13.5,7.4,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,48.44,46.52,98.02,15.33,37.61,172.00,19.81,62064.0,3.1141e+12,4.122e+03,1.390e+00,2.021,1.0021,3.1138e+12,99.92,99.99,2.02,0.0000e+00,0.00,0.00,4.00,3.1141e+08,0.08,0.01,16.04,
