ElapsedTime_s,Height_km,Latitude_deg,LongitudeE_deg,TotalRadius_km,LatitudeRadius_km,Gravity_ms2,Temperature_K,Pressure_Pa,Density_kgm3,PressureScaleHeight_km,DensityScaleHeight_km,SpeedOfSound_ms,PressureAtSurface_Pa,SigmaLevel,PressureAltitude_km,ReferenceTemperature_K,ReferencePressure_Pa,ReferenceDensity_kgm3,ProfileWeight,LowDensity_kgm3,HighDensity_kgm3,PerturbedDensity_kgm3,DensityPerturbation_pct,DensityStandardDeviation_pct,PerturbedSpeedOfSound_ms,RelativeStepSize,DensityDeviation_pct,LowDensityDeviation_pct,HighDensityDeviation_pct,PerturbedDensityDeviation_pct,EWWind_ms,NSWind_ms,EWWindPerturbation_ms,NSWindPerturbation_ms,PerturbedEWWind_ms,PerturbedNSWind_ms,EWStandardDeviation_ms,NSStandardDeviation_ms,LongitudeOfTheSun,SubsolarLatitude_deg,SubsolarLongitudeE_deg,LocalSolarTime_hr,SolarZenithAngle_deg,OneWayLightTime_min,OrbitalRadius_AU,SecondsPerSol,TotalNumberDensity_m3,SpecificGasConstant_JkgK,SpecificHeatRatio,AverageMolecularWeight,CompressibilityFactor,H2nd_m3,H2mass_pct,H2mole_pct,H2amw,Hend_m3,Hemass_pct,Hemole_pct,Heamw,CH4nd_m3,CH4mass_pct,CH4mole_pct,CH4amw,MinMaxFactor
10.0,500.000,25.00,20.00,25186.831,24686.831,10.556,175.5,6.456e-02,1.073e-07,55.896,48.871,946.4,1.000e+05,0.000,796.694,174.3,5.920e-02,9.910e-08,0.0,9.758e-08,1.181e-07,1.120e-07,4.4,9.55,926.4,0.16,8.3,-1.5,19.1,13.0,43.1,0.0,-88.5,-11.2,-45.3,-11.2,112.0,56.0,305.67,-21.99,73.08,8.46,70.65,240.92,29.92,57996.0,2.6635e+19,3.428e+03,1.489e+00,2.426,1.0000,2.1527e+19,67.30,80.82,2.02,5.0496e+18,31.26,18.96,4.00,5.7711e+16,1.43,0.22,16.04,0.049
20.0,500.000,35.00,50.00,25122.412,24622.412,10.633,170.2,4.432e-02,7.596e-08,54.199,47.474,933.6,1.000e+05,0.000,792.893,174.3,5.920e-02,9.910e-08,0.0,6.905e-08,8.355e-08,7.309e-08,-3.8,9.55,951.7,5499.34,-23.4,-30.3,-15.7,-26.2,124.3,0.0,-185.2,-46.9,-60.9,-46.9,112.0,56.0,305.67,-21.99,73.02,10.47,62.53,240.92,29.92,57996.0,1.8823e+19,3.428e+03,1.494e+00,2.426,1.0000,1.5214e+19,67.30,80.82,2.02,3.5687e+18,31.26,18.96,4.00,4.0785e+16,1.43,0.22,16.04,-0.122
30.0,500.000,45.00,80.00,25049.767,24549.767,10.719,168.0,3.757e-02,6.524e-08,53.480,46.880,928.1,1.000e+05,0.000,791.208,174.3,5.920e-02,9.910e-08,0.0,5.931e-08,7.177e-08,6.206e-08,-4.9,9.55,951.6,4950.72,-34.2,-40.1,-27.6,-37.4,219.4,0.0,38.4,2.8,257.8,2.8,112.0,56.0,305.67,-21.99,72.96,12.47,68.97,240.92,29.92,57996.0,1.6156e+19,3.428e+03,1.496e+00,2.426,1.0000,1.3058e+19,67.30,80.82,2.02,3.0630e+18,31.26,18.96,4.00,3.5006e+16,1.43,0.22,16.04,-0.191
40.0,500.000,50.00,110.00,25013.130,24513.130,10.762,167.6,3.655e-02,6.361e-08,53.362,46.783,927.2,1.000e+05,0.000,790.932,174.3,5.920e-02,9.910e-08,0.0,5.783e-08,6.998e-08,6.765e-08,6.4,9.55,899.1,3846.35,-35.8,-41.6,-29.4,-31.7,268.5,0.0,57.1,35.4,325.7,35.4,112.0,56.0,305.67,-21.99,72.90,14.47,80.57,240.92,29.92,57996.0,1.5751e+19,3.428e+03,1.496e+00,2.426,1.0000,1.2730e+19,67.30,80.82,2.02,2.9861e+18,31.26,18.96,4.00,3.4128e+16,1.43,0.22,16.04,-0.202
50.0,500.000,60.00,140.00,24944.715,24444.715,10.842,170.6,4.540e-02,7.766e-08,54.305,47.562,934.4,1.000e+05,0.000,793.143,174.3,5.920e-02,9.910e-08,0.0,7.060e-08,8.543e-08,9.165e-08,18.0,9.55,860.1,3949.29,-21.6,-28.8,-13.8,-7.5,359.9,0.0,0.6,4.7,360.5,4.7,112.0,56.0,305.67,-21.99,72.83,16.48,99.35,240.92,29.92,57996.0,1.9249e+19,3.428e+03,1.494e+00,2.426,1.0000,1.5558e+19,67.30,80.82,2.02,3.6493e+18,31.26,18.96,4.00,4.1707e+16,1.43,0.22,16.04,-0.111
60.0,500.000,70.00,170.00,24889.365,24389.365,10.907,175.2,6.350e-02,1.057e-07,55.821,48.810,945.8,1.000e+05,0.000,796.552,174.3,5.920e-02,9.910e-08,0.0,9.610e-08,1.163e-07,1.067e-07,1.0,9.55,941.2,3193.97,6.7,-3.0,17.3,7.7,421.7,0.0,-1.5,-36.0,420.3,-36.0,112.0,56.0,305.67,-21.99,72.77,18.48,113.73,240.92,29.92,57996.0,2.6232e+19,3.428e+03,1.489e+00,2.426,1.0000,2.1202e+19,67.30,80.82,2.02,4.9733e+18,31.26,18.96,4.00,5.6838e+16,1.43,0.22,16.04,0.040
70.0,500.000,75.00,200.00,24868.661,24368.661,10.932,175.9,6.634e-02,1.101e-07,56.019,48.970,947.3,1.000e+05,0.000,796.927,174.3,5.920e-02,9.910e-08,0.0,1.001e-07,1.211e-07,1.036e-07,-5.9,9.55,976.5,2011.18,11.1,1.0,22.2,4.5,429.3,0.0,-36.6,-34.6,392.7,-34.6,112.0,56.0,305.67,-21.99,72.71,20.49,120.90,240.92,29.92,57996.0,2.7304e+19,3.428e+03,1.489e+00,2.426,1.0000,2.2069e+19,67.30,80.82,2.02,5.1766e+18,31.26,18.96,4.00,5.9162e+16,1.43,0.22,16.04,0.064
80.0,500.000,85.00,230.00,24844.132,24344.132,10.960,178.3,7.888e-02,1.290e-07,56.816,49.616,953.3,1.000e+05,0.000,798.436,174.3,5.920e-02,9.910e-08,0.0,1.173e-07,1.419e-07,1.470e-07,13.9,9.55,893.2,1985.27,30.2,18.4,43.2,48.3,332.2,0.0,-76.7,86.5,255.5,86.5,112.0,56.0,305.67,-21.99,72.65,22.49,117.13,240.92,29.92,57996.0,3.1986e+19,3.428e+03,1.487e+00,2.426,1.0000,2.5853e+19,67.30,80.82,2.02,6.0643e+18,31.26,18.96,4.00,6.9307e+16,1.43,0.22,16.04,0.162
90.0,500.000,85.00,80.00,24844.132,24344.132,10.960,188.7,1.555e-01,2.403e-07,60.174,52.331,977.7,1.000e+05,0.000,804.792,174.3,5.920e-02,9.910e-08,0.0,2.185e-07,2.643e-07,2.296e-07,-4.5,9.55,1000.3,1985.27,142.5,120.4,166.7,131.7,332.2,0.0,-150.9,14.2,181.3,14.2,112.0,56.0,305.67,-21.99,72.58,12.49,107.90,240.92,29.92,57996.0,5.9490e+19,3.428e+03,1.478e+00,2.426,1.0000,4.8082e+19,67.30,80.82,2.02,1.1279e+19,31.26,18.96,4.00,1.2890e+17,1.43,0.22,16.04,0.545
100.0,450.000,75.00,50.00,24818.661,24368.661,10.975,171.5,2.756e-01,4.750e-07,54.843,53.784,930.4,1.000e+05,0.000,702.084,162.5,1.503e-01,2.734e-07,0.0,4.319e-07,5.226e-07,4.141e-07,-12.8,9.55,996.6,2883.38,73.8,58.0,91.2,51.5,414.3,0.0,90.6,53.2,504.9,53.2,112.0,56.0,305.67,-21.99,72.52,10.50,99.20,240.92,29.92,57996.0,1.1607e+20,3.383e+03,1.492e+00,2.458,1.0000,9.3594e+19,66.26,80.63,2.02,2.1954e+19,30.78,18.91,4.00,5.2589e+17,2.96,0.45,16.04,0.370
110.0,450.000,65.00,20.00,24864.961,24414.961,10.921,163.8,1.649e-01,2.976e-07,52.378,51.541,911.4,1.000e+05,0.000,697.439,162.5,1.503e-01,2.734e-07,0.0,2.705e-07,3.273e-07,2.456e-07,-17.5,9.55,1003.2,3571.29,8.9,-1.0,19.7,-10.1,376.1,0.0,64.0,-33.8,440.2,-33.8,112.0,56.0,305.67,-21.99,72.46,8.50,96.93,240.92,29.92,57996.0,7.2863e+19,3.383e+03,1.499e+00,2.458,1.0000,5.8751e+19,66.26,80.63,2.02,1.3781e+19,30.78,18.91,4.00,3.3012e+17,2.96,0.45,16.04,0.057
120.0,450.000,55.00,350.00,24927.761,24477.761,10.847,154.4,8.381e-02,1.605e-07,49.339,48.796,887.3,1.000e+05,0.000,690.362,162.5,1.503e-01,2.734e-07,0.0,1.459e-07,1.766e-07,1.739e-07,8.4,9.55,852.4,4294.69,-41.3,-46.6,-35.4,-36.4,291.5,0.0,-33.3,21.2,258.2,21.2,112.0,56.0,305.67,-21.99,72.40,6.51,104.54,240.92,29.92,57996.0,3.9195e+19,3.383e+03,1.508e+00,2.458,1.0000,3.1604e+19,66.26,80.63,2.02,7.4133e+18,30.78,18.91,4.00,1.7758e+17,2.96,0.45,16.04,-0.266
130.0,450.000,50.00,320.00,24963.130,24513.130,10.805,149.5,5.740e-02,1.135e-07,47.779,47.372,874.7,1.000e+05,0.000,686.617,162.5,1.503e-01,2.734e-07,0.0,1.032e-07,1.248e-07,1.099e-07,-3.2,9.55,888.8,3838.56,-58.5,-62.3,-54.3,-59.8,242.0,0.0,-21.7,36.6,220.3,36.6,112.0,56.0,305.67,-21.99,72.33,4.51,121.36,240.92,29.92,57996.0,2.7693e+19,3.383e+03,1.513e+00,2.458,1.0000,2.2330e+19,66.26,80.63,2.02,5.2379e+18,30.78,18.91,4.00,1.2547e+17,2.96,0.45,16.04,-0.438
140.0,450.000,40.00,290.00,25036.570,24586.570,10.719,147.1,4.705e-02,9.457e-08,46.998,46.654,868.6,1.000e+05,0.000,684.743,162.5,1.503e-01,2.734e-07,0.0,8.597e-08,1.040e-07,9.980e-08,5.5,9.55,845.5,5228.08,-65.4,-68.6,-61.9,-63.5,141.1,0.0,-9.2,6.2,132.0,6.2,112.0,56.0,305.67,-21.99,72.27,2.52,143.50,240.92,29.92,57996.0,2.3076e+19,3.383e+03,1.516e+00,2.458,1.0000,1.8607e+19,66.26,80.63,2.02,4.3645e+18,30.78,18.91,4.00,1.0455e+17,2.96,0.45,16.04,-0.528
150.0,450.000,30.00,260.00,25106.186,24656.186,10.636,150.5,6.236e-02,1.224e-07,48.112,47.677,877.4,1.000e+05,0.000,687.416,162.5,1.503e-01,2.734e-07,0.0,1.113e-07,1.347e-07,1.491e-07,21.7,9.55,795.2,5719.02,-55.2,-59.3,-50.7,-45.5,49.4,0.0,20.7,67.2,70.1,67.2,112.0,56.0,305.67,-21.99,72.21,0.52,169.27,240.92,29.92,57996.0,2.9881e+19,3.383e+03,1.512e+00,2.458,1.0000,2.4094e+19,66.26,80.63,2.02,5.6518e+18,30.78,18.91,4.00,1.3538e+17,2.96,0.45,16.04,-0.400
160.0,450.000,25.00,230.00,25136.831,24686.831,10.600,154.6,8.554e-02,1.635e-07,49.426,48.875,888.0,1.000e+05,0.000,690.571,162.5,1.503e-01,2.734e-07,0.0,1.487e-07,1.799e-07,1.545e-07,-5.6,9.55,913.8,5122.49,-40.2,-45.6,-34.2,-43.5,10.2,0.0,133.0,2.2,143.3,2.2,112.0,56.0,305.67,-21.99,72.14,22.52,159.60,240.92,29.92,57996.0,3.9938e+19,3.383e+03,1.508e+00,2.458,1.0000,3.2203e+19,66.26,80.63,2.02,7.5540e+18,30.78,18.91,4.00,1.8095e+17,2.96,0.45,16.04,-0.256
170.0,450.000,15.00,200.00,25184.973,24734.973,10.543,164.6,1.735e-01,3.117e-07,52.613,51.756,913.3,1.000e+05,0.000,697.882,162.5,1.503e-01,2.734e-07,0.0,2.834e-07,3.429e-07,3.171e-07,1.7,9.55,905.5,6214.81,14.0,3.7,25.4,16.0,-49.7,0.0,-34.5,-62.4,-84.3,-62.4,112.0,56.0,305.67,-21.99,72.08,20.53,130.50,240.92,29.92,57996.0,7.6311e+19,3.383e+03,1.498e+00,2.458,1.0000,6.1531e+19,66.26,80.63,2.02,1.4433e+19,30.78,18.91,4.00,3.4574e+17,2.96,0.45,16.04,0.088
180.0,450.000,5.00,170.00,25210.703,24760.703,10.512,171.8,2.800e-01,4.819e-07,54.922,53.856,931.0,1.000e+05,0.000,702.233,162.5,1.503e-01,2.734e-07,0.0,4.381e-07,5.301e-07,4.861e-07,0.9,9.55,927.0,6366.20,76.3,60.3,93.9,77.8,-81.0,0.0,96.5,-36.7,15.4,-36.7,112.0,56.0,305.67,-21.99,72.02,18.53,99.34,240.92,29.92,57996.0,1.1774e+20,3.383e+03,1.492e+00,2.458,1.0000,9.4941e+19,66.26,80.63,2.02,2.2270e+19,30.78,18.91,4.00,5.3346e+17,2.96,0.45,16.04,0.380
190.0,400.000,-5.00,140.00,25160.703,24760.703,10.556,174.2,8.371e-01,1.442e-06,54.614,53.564,929.6,1.000e+05,0.000,638.479,162.5,3.985e-01,7.359e-07,0.0,1.311e-06,1.587e-06,1.302e-06,-9.7,9.55,978.4,6444.39,96.0,78.2,115.6,76.9,-115.9,0.0,-15.4,-15.5,-131.3,-15.5,112.0,56.0,305.67,-21.99,71.96,16.54,67.77,240.92,29.92,57996.0,3.4720e+20,3.332e+03,1.489e+00,2.495,1.0000,2.7919e+20,65.10,80.41,2.02,6.5490e+19,30.24,18.86,4.00,2.5207e+18,4.67,0.73,16.04,0.494
200.0,400.000,-15.00,110.00,25134.973,24734.973,10.587,171.5,7.123e-01,1.247e-06,53.764,52.789,923.2,1.000e+05,0.000,637.221,162.5,3.985e-01,7.359e-07,0.0,1.133e-06,1.371e-06,1.182e-06,-5.2,9.55,948.2,6202.60,69.4,54.0,86.3,60.5,-84.0,0.0,100.2,-34.6,16.3,-34.6,112.0,56.0,305.67,-21.99,71.89,14.54,36.62,240.92,29.92,57996.0,3.0010e+20,3.332e+03,1.491e+00,2.495,1.0000,2.4131e+20,65.10,80.41,2.02,5.6605e+19,30.24,18.86,4.00,2.1788e+18,4.67,0.73,16.04,0.387
210.0,400.000,-25.00,80.00,25086.831,24686.831,10.644,165.1,4.746e-01,8.626e-07,51.738,50.928,907.6,1.000e+05,0.000,634.222,162.5,3.985e-01,7.359e-07,0.0,7.842e-07,9.489e-07,8.051e-07,-6.7,9.55,939.5,5906.44,17.2,6.6,28.9,9.4,-22.6,0.0,136.2,86.0,113.6,86.0,112.0,56.0,305.67,-21.99,71.83,12.54,8.06,240.92,29.92,57996.0,2.0797e+20,3.332e+03,1.497e+00,2.495,1.0000,1.6723e+20,65.10,80.41,2.02,3.9228e+19,30.24,18.86,4.00,1.5099e+18,4.67,0.73,16.04,0.116
220.0,400.000,-30.00,50.00,25056.186,24656.186,10.680,160.9,3.588e-01,6.691e-07,50.416,49.712,897.2,1.000e+05,0.000,632.119,162.5,3.985e-01,7.359e-07,0.0,6.083e-07,7.360e-07,6.621e-07,-1.0,9.55,901.9,4914.39,-9.1,-17.3,0.0,-10.0,17.4,0.0,-50.9,-72.2,-33.5,-72.2,112.0,56.0,305.67,-21.99,71.77,10.55,21.04,240.92,29.92,57996.0,1.6136e+20,3.332e+03,1.501e+00,2.495,1.0000,1.2975e+20,65.10,80.41,2.02,3.0435e+19,30.24,18.86,4.00,1.1715e+18,4.67,0.73,16.04,-0.052
230.0,400.000,-40.00,20.00,24986.570,24586.570,10.763,153.0,2.041e-01,4.002e-07,47.904,47.400,877.0,1.000e+05,0.000,627.655,162.5,3.985e-01,7.359e-07,0.0,3.638e-07,4.402e-07,4.098e-07,2.4,9.55,866.7,5217.53,-45.6,-50.6,-40.2,-44.3,111.6,0.0,-61.9,-82.5,49.6,-82.5,112.0,56.0,305.67,-21.99,71.71,8.55,46.80,240.92,29.92,57996.0,9.6270e+19,3.332e+03,1.508e+00,2.495,1.0000,7.7413e+19,65.10,80.41,2.02,1.8158e+19,30.24,18.86,4.00,6.9894e+17,4.67,0.73,16.04,-0.333
240.0,400.000,-50.00,350.00,24913.130,24513.130,10.849,150.3,1.658e-01,3.311e-07,47.042,46.600,869.9,1.000e+05,0.000,626.123,162.5,3.985e-01,7.359e-07,0.0,3.010e-07,3.642e-07,2.459e-07,-25.7,9.55,1009.4,4619.38,-55.0,-59.1,-50.5,-66.6,215.5,0.0,43.5,18.2,259.0,18.2,112.0,56.0,305.67,-21.99,71.64,6.56,67.42,240.92,29.92,57996.0,7.9621e+19,3.332e+03,1.511e+00,2.495,1.0000,6.4025e+19,65.10,80.41,2.02,1.5018e+19,30.24,18.86,4.00,5.7806e+17,4.67,0.73,16.04,-0.436
250.0,400.000,-65.00,320.00,24814.961,24414.961,10.965,157.8,2.881e-01,5.481e-07,49.409,48.789,889.2,1.000e+05,0.000,630.328,162.5,3.985e-01,7.359e-07,0.0,4.983e-07,6.029e-07,5.664e-07,3.3,9.55,874.7,4349.53,-25.5,-32.3,-18.1,-23.0,355.8,0.0,161.0,48.7,516.8,48.7,112.0,56.0,305.67,-21.99,71.58,4.56,77.74,240.92,29.92,57996.0,1.3200e+20,3.332e+03,1.504e+00,2.495,1.0000,1.0615e+20,65.10,80.41,2.02,2.4898e+19,30.24,18.86,4.00,9.5837e+17,4.67,0.73,16.04,-0.161
260.0,400.000,-75.00,290.00,24768.661,24368.661,11.019,164.7,4.617e-01,8.413e-07,51.606,50.807,906.5,1.000e+05,0.000,634.027,162.5,3.985e-01,7.359e-07,0.0,7.648e-07,9.254e-07,8.291e-07,-1.5,9.55,913.2,2787.02,14.3,3.9,25.7,12.7,399.4,0.0,-89.9,102.0,309.5,102.0,112.0,56.0,305.67,-21.99,71.52,2.57,78.91,240.92,29.92,57996.0,2.0286e+20,3.332e+03,1.498e+00,2.495,1.0000,1.6312e+20,65.10,80.41,2.02,3.8263e+19,30.24,18.86,4.00,1.4728e+18,4.67,0.73,16.04,0.098
270.0,400.000,-85.00,260.00,24744.132,24344.132,11.048,169.0,6.093e-01,1.082e-06,52.966,52.058,917.1,1.000e+05,0.000,636.039,162.5,3.985e-01,7.359e-07,0.0,9.837e-07,1.190e-06,9.384e-07,-13.3,9.55,984.8,1977.23,47.0,33.7,61.7,27.5,317.1,0.0,-16.0,36.0,301.1,36.0,112.0,56.0,305.67,-21.99,71.46,0.57,72.09,240.92,29.92,57996.0,2.6060e+20,3.332e+03,1.494e+00,2.495,1.0000,2.0955e+20,65.10,80.41,2.02,4.9155e+19,30.24,18.86,4.00,1.8920e+18,4.67,0.73,16.04,0.283
280.0,350.000,-85.00,50.00,24694.132,24344.132,11.093,177.1,2.690e+00,4.623e-06,54.512,52.999,930.0,1.000e+05,0.000,573.652,161.9,1.080e+00,2.029e-06,0.0,4.203e-06,5.085e-06,4.808e-06,4.0,9.55,911.9,2063.89,127.9,107.1,150.6,137.0,309.6,0.0,-101.0,-22.5,208.6,-22.5,112.0,56.0,305.67,-21.99,71.39,10.57,62.83,240.92,29.92,57996.0,1.0982e+21,3.287e+03,1.486e+00,2.530,1.0000,8.8088e+20,64.05,80.21,2.02,2.0663e+20,29.75,18.81,4.00,1.0738e+19,6.20,0.98,16.04,0.667
290.0,350.000,-75.00,80.00,24718.661,24368.661,11.064,171.9,2.006e+00,3.551e-06,52.936,51.608,917.6,1.000e+05,0.000,572.607,161.9,1.080e+00,2.029e-06,0.0,3.228e-06,3.906e-06,3.488e-06,-1.8,9.55,925.8,2781.34,75.0,59.1,92.5,71.9,384.4,0.0,-13.6,33.7,370.8,33.7,112.0,56.0,305.67,-21.99,71.33,12.58,52.99,240.92,29.92,57996.0,8.4330e+20,3.287e+03,1.491e+00,2.530,1.0000,6.7639e+20,64.05,80.21,2.02,1.5866e+20,29.75,18.81,4.00,8.2452e+18,6.20,0.98,16.04,0.452
300.0,350.000,-65.00,110.00,24764.961,24414.961,11.009,163.3,1.186e+00,2.208e-06,50.330,49.280,896.8,1.000e+05,0.000,570.880,161.9,1.080e+00,2.029e-06,0.0,2.008e-06,2.429e-06,2.203e-06,-0.3,9.55,898.0,3556.79,8.9,-1.0,19.7,8.6,335.5,0.0,-74.6,22.4,260.9,22.4,112.0,56.0,305.67,-21.99,71.27,14.58,49.66,240.92,29.92,57996.0,5.2547e+20,3.287e+03,1.498e+00,2.530,1.0000,4.2147e+20,64.05,80.21,2.02,9.8863e+19,29.75,18.81,4.00,5.1377e+18,6.20,0.98,16.04,0.068
310.0,350.000,-50.00,140.00,24863.130,24513.130,10.894,151.6,5.258e-01,1.055e-06,46.789,46.103,867.2,1.000e+05,0.000,568.760,161.9,1.080e+00,2.029e-06,0.0,9.593e-07,1.161e-06,1.167e-06,10.6,9.55,824.7,5397.02,-48.0,-52.7,-42.8,-42.5,189.0,0.0,38.5,67.8,227.6,67.8,112.0,56.0,305.67,-21.99,71.20,16.59,59.35,240.92,29.92,57996.0,2.5045e+20,3.287e+03,1.509e+00,2.530,1.0000,2.0088e+20,64.05,80.21,2.02,4.7120e+19,29.75,18.81,4.00,2.4488e+18,6.20,0.98,16.04,-0.393
320.0,350.000,-40.00,170.00,24936.570,24586.570,10.807,149.3,4.419e-01,9.005e-07,46.096,45.474,861.3,1.000e+05,0.000,568.351,161.9,1.080e+00,2.029e-06,0.0,8.186e-07,9.905e-07,9.373e-07,4.1,9.55,844.2,5206.99,-55.6,-59.7,-51.2,-53.8,82.0,0.0,-83.6,-52.1,-1.7,-52.1,112.0,56.0,305.67,-21.99,71.14,18.59,81.63,240.92,29.92,57996.0,2.1370e+20,3.287e+03,1.512e+00,2.530,1.0000,1.7140e+20,64.05,80.21,2.02,4.0206e+19,29.75,18.81,4.00,2.0894e+18,6.20,0.98,16.04,-0.487
330.0,350.000,-30.00,200.00,25006.186,24656.186,10.724,152.3,5.546e-01,1.108e-06,47.006,46.299,869.0,1.000e+05,0.000,568.888,161.9,1.080e+00,2.029e-06,0.0,1.007e-06,1.219e-06,1.253e-06,13.1,9.55,817.2,5696.11,-45.4,-50.4,-39.9,-38.3,-14.6,0.0,-18.0,7.8,-32.6,7.8,112.0,56.0,305.67,-21.99,71.08,20.59,107.44,240.92,29.92,57996.0,2.6293e+20,3.287e+03,1.508e+00,2.530,1.0000,2.1089e+20,64.05,80.21,2.02,4.9468e+19,29.75,18.81,4.00,2.5708e+18,6.20,0.98,16.04,-0.364
340.0,350.000,-25.00,230.00,25036.831,24686.831,10.688,154.7,6.602e-01,1.298e-06,47.729,46.951,875.2,1.000e+05,0.000,569.314,161.9,1.080e+00,2.029e-06,0.0,1.180e-06,1.428e-06,1.399e-06,7.8,9.55,843.1,5102.27,-36.0,-41.8,-29.6,-31.0,-55.5,0.0,-41.2,-24.5,-96.8,-24.5,112.0,56.0,305.67,-21.99,71.02,22.60,127.44,240.92,29.92,57996.0,3.0831e+20,3.287e+03,1.506e+00,2.530,1.0000,2.4729e+20,64.05,80.21,2.02,5.8007e+19,29.75,18.81,4.00,3.0145e+18,6.20,0.98,16.04,-0.268
350.0,350.000,-15.00,260.00,25084.973,24734.973,10.631,162.6,1.128e+00,2.110e-06,50.094,49.068,894.9,1.000e+05,0.000,570.725,161.9,1.080e+00,2.029e-06,0.0,1.919e-06,2.321e-06,1.939e-06,-8.1,9.55,933.7,6190.38,4.0,-5.4,14.4,-4.5,-118.2,0.0,88.2,1.7,-30.0,1.7,112.0,56.0,305.67,-21.99,70.95,0.60,140.80,240.92,29.92,57996.0,5.0228e+20,3.287e+03,1.499e+00,2.530,1.0000,4.0287e+20,64.05,80.21,2.02,9.4502e+19,29.75,18.81,4.00,4.9111e+18,6.20,0.98,16.04,0.032
360.0,350.000,-5.00,350.00,25110.703,24760.703,10.600,171.8,2.002e+00,3.545e-06,52.927,51.600,917.6,1.000e+05,0.000,572.602,161.9,1.080e+00,2.029e-06,0.0,3.223e-06,3.900e-06,3.529e-06,-0.5,9.55,919.7,15843.12,74.7,58.8,92.2,73.9,-150.9,0.0,-65.6,74.2,-216.4,74.2,112.0,56.0,305.67,-21.99,70.89,6.61,79.62,240.92,29.92,57996.0,8.4199e+20,3.287e+03,1.491e+00,2.530,1.0000,6.7534e+20,64.05,80.21,2.02,1.5841e+20,29.75,18.81,4.00,8.2324e+18,6.20,0.98,16.04,0.451
370.0,300.000,5.00,20.00,25060.703,24760.703,10.644,171.7,5.795e+00,1.038e-05,52.150,51.132,912.2,1.000e+05,0.000,508.769,160.6,2.984e+00,5.716e-06,0.0,9.434e-06,1.142e-05,1.154e-05,11.2,9.55,865.1,6725.07,81.6,65.1,99.7,101.9,-185.8,0.0,49.5,-18.6,-136.3,-18.6,112.0,56.0,305.67,-21.99,70.83,8.61,56.93,240.92,29.92,57996.0,2.4391e+21,3.252e+03,1.490e+00,2.557,1.0000,1.9524e+21,63.24,80.05,2.02,4.5796e+20,29.37,18.78,4.00,2.8736e+19,7.39,1.18,16.04,0.534
380.0,300.000,15.00,80.00,25034.973,24734.973,10.675,169.0,4.957e+00,9.021e-06,51.312,50.364,905.6,1.000e+05,0.000,508.616,160.6,2.984e+00,5.716e-06,0.0,8.201e-06,9.923e-06,8.197e-06,-9.1,9.55,950.0,11283.77,57.8,43.5,73.6,43.4,-152.4,0.0,-167.4,63.3,-319.8,63.3,112.0,56.0,305.67,-21.99,70.77,12.62,39.24,240.92,29.92,57996.0,2.1204e+21,3.252e+03,1.493e+00,2.557,1.0000,1.6973e+21,63.24,80.05,2.02,3.9813e+20,29.37,18.78,4.00,2.4981e+19,7.39,1.18,16.04,0.408
