TU	Ls	Pmb	-90	-80	-70	-60	-50	-40	-30	-20	-10	0	10	20	30	40	50	60	70	80	90
2	270	50	0.00	12.00	22.50	28.00	32.50	32.00	31.00	30.50	32.00	33.00	32.50	31.50	31.50	33.00	34.00	30.50	23.00	12.00	0.00
2	270	40	0.00	12.50	24.00	30.00	33.00	33.00	33.00	32.50	33.00	32.00	31.00	30.50	31.00	36.00	37.00	29.00	24.00	13.00	0.00
2	270	30	0.00	18.00	29.50	34.50	36.50	36.50	35.50	35.00	32.00	29.00	38.50	39.00	30.50	37.00	38.00	34.00	29.00	18.00	0.00
2	270	20	0.00	22.50	39.00	43.00	40.50	39.00	38.00	38.00	39.00	39.00	39.50	40.50	42.00	45.00	47.00	46.50	39.50	21.00	0.00
2	270	15	0.00	27.00	43.00	46.00	44.00	42.00	41.00	44.00	46.00	50.00	50.00	56.50	57.00	59.00	61.00	59.50	47.00	25.00	0.00
2	270	10	0.00	27.50	46.00	51.00	49.50	47.00	47.50	52.00	59.50	62.00	63.00	64.00	68.50	72.00	77.00	73.50	56.00	28.50	0.00
2	270	8	0.00	27.00	45.00	52.50	51.00	49.50	51.00	56.00	67.00	69.00	69.00	70.50	73.00	79.50	84.00	82.00	60.00	29.00	0.00
2	270	6	0.00	25.50	43.50	52.50	52.00	51.00	55.00	60.00	70.00	73.50	74.00	76.00	78.50	86.00	93.00	92.00	68.00	29.50	0.00
2	270	5	0.00	23.50	43.00	52.00	53.00	51.50	56.00	62.00	72.00	77.00	77.00	78.50	82.00	89.50	98.00	98.50	70.00	29.50	0.00
2	270	4	0.00	22.00	42.00	52.00	53.00	52.50	58.00	65.50	75.00	80.50	80.50	83.00	85.50	93.00	101.50	104.00	77.00	30.00	0.00
2	270	3	0.00	21.00	41.00	51.50	53.50	55.50	60.50	69.50	80.00	86.00	87.00	88.00	91.50	99.50	108.00	110.00	80.50	34.00	0.00
2	270	2	0.00	20.00	38.50	50.50	53.50	57.00	62.50	72.00	89.00	94.50	93.00	95.00	98.00	106.00	115.50	120.00	89.00	39.00	0.00
2	270	1.5	0.00	18.00	36.00	48.00	54.00	58.50	62.50	75.00	92.00	99.00	98.00	99.00	102.00	110.00	120.00	120.50	89.50	39.50	0.00
2	270	1	0.00	15.50	31.50	42.00	50.00	58.00	66.00	79.50	97.00	106.50	107.00	106.00	109.50	116.00	120.50	120.50	89.50	40.00	0.00
2	270	0.8	0.00	14.00	29.50	40.50	48.50	57.50	66.50	80.00	100.00	111.00	110.00	110.00	113.00	120.00	121.00	120.00	89.00	40.50	0.00
2	270	0.6	0.00	13.00	26.00	37.00	47.00	56.00	68.00	84.00	106.00	119.00	116.50	116.00	118.00	120.50	121.50	118.00	88.00	42.00	0.00
2	270	0.5	0.00	12.50	23.50	38.50	45.00	55.50	68.50	85.00	110.00	120.50	120.00	119.50	120.50	121.00	121.00	115.00	87.00	43.50	0.00
2	270	0.4	0.00	11.00	22.00	32.00	42.00	53.00	68.50	87.00	110.50	121.00	121.50	121.00	121.50	121.00	120.50	111.50	86.50	44.50	0.00
2	270	0.3	0.00	10.00	19.50	30.00	39.50	51.50	68.00	88.00	113.00	121.50	123.00	122.50	121.00	120.00	117.00	109.00	85.00	45.00	0.00
